product_category_name_english,review_categories_str_modified,order_estimated_delivery_span_hours_from_purchase,order_delivered_customer_span_hours_from_purchase,order_delivered_carrier_span_hours_from_purchase,shipping_limit_date,order_delivered_customer_span_hours_from_carrier,distance_bin_Bin 1,distance_bin_Bin 2,distance_bin_Bin 3,distance_bin_Bin 4,distance_bin_Bin 5,modified_review_score,distance_between_customer_and_seller
home_appliances_2,Delivery_Issue,546.6387777777778,419.079,121.76100000000001,2018-03-02 10:01:26.400000000,297.3179999999999,1,2,1,1,0,2.0,337.4974656522223
home_appliances_2,Delivery_Praise,563.3290185185185,190.92453703703706,67.70131481481481,2018-02-04 12:29:25.066666752,123.22322222222222,6,3,2,4,0,4.666666666666667,352.7916943270185
industry_commerce_and_business,Delivery_Issue,323.95588888888886,597.2409444444445,81.3638888888889,2018-04-06 01:12:52.200000000,515.8770555555556,3,1,1,0,0,2.4,134.04164330180146
industry_commerce_and_business,Delivery_Praise,508.39844017094015,204.18587606837607,93.2848717948718,2018-01-28 02:26:14.846153984,110.90100427350427,7,2,4,0,0,4.6923076923076925,182.15557926145735
food_drink,Delivery_Issue,553.6843055555555,619.1605555555556,77.2940873015873,2018-04-25 11:41:25.124999936,534.3356481481482,2,2,4,0,0,2.25,309.269645154571
food_drink,Delivery_Praise,421.00483333333335,202.54412962962962,50.54366666666667,2018-01-19 04:34:04.466666752,152.00046296296296,5,2,5,0,2,4.8,412.98599072935184
fixed_telephony,Delivery_Issue,526.4714166666666,576.6308333333333,230.65922839506175,2017-11-27 21:07:54.800000000,345.97160493827164,5,5,0,0,0,1.5,176.84097198639284
fixed_telephony,Delivery_Praise,649.1599603174602,195.9947222222222,93.3526984126984,2017-06-08 01:10:48.928571392,102.6420238095238,4,7,1,2,0,4.571428571428571,267.4066123844106
art,Delivery_Issue,420.35907407407404,348.95177777777775,145.10421296296298,2018-02-18 08:48:26.333333248,177.17677777777777,3,0,0,2,0,1.3333333333333333,289.66516492613994
art,Delivery_Praise,456.7182070707071,140.4526111111111,61.716722222222224,2018-01-31 12:07:30.181818112,78.7358888888889,7,2,0,1,0,4.7272727272727275,135.7128622639064
costruction_tools_garden,Delivery_Issue,812.6500555555556,608.7027083333334,144.20354166666667,2017-12-28 04:39:53.600000000,464.49916666666667,1,0,3,1,0,2.2,370.31990568253707
costruction_tools_garden,Delivery_Praise,560.86,188.20090277777777,42.728368055555556,2018-04-04 21:16:18.000000000,145.47253472222224,1,2,3,2,0,4.875,424.5089746900288
agro_industry_and_commerce,Delivery_Issue,444.71855555555555,650.29125,104.8801388888889,2018-01-25 21:19:12.600000000,545.4111111111112,2,0,1,2,0,1.2,371.452131794135
agro_industry_and_commerce,Delivery_Praise,652.2526587301587,195.43353174603175,33.64234126984127,2018-05-17 00:53:34.714285824,161.79119047619045,1,1,4,1,0,4.571428571428571,366.1344252545286
computers,Delivery_Issue,858.5615277777777,803.8977777777778,96.12930555555555,2018-01-24 04:58:05.500000000,709.5786111111111,0,1,0,0,1,1.0,905.3232684772607
computers,Delivery_Praise,513.7261419753087,236.14623456790125,61.01398148148149,2017-12-05 03:45:04.555555584,175.13225308641975,1,0,1,1,6,4.777777777777778,1073.311051585627
construction_tools_safety,Delivery_Issue,553.5288888888889,380.4427777777778,262.9784722222222,2018-05-02 06:54:04.666666752,117.46430555555555,2,0,0,1,0,1.0,316.8160176701919
construction_tools_safety,Delivery_Praise,364.4349206349206,121.70277777777778,63.54785714285715,2018-03-31 04:43:41.142857216,58.154920634920636,4,3,0,0,0,4.857142857142857,156.80994674737025
signaling_and_security,Delivery_Issue,483.7677777777778,758.1962499999998,137.31430555555556,2018-02-17 12:27:43.400000000,620.8819444444445,2,0,0,3,0,1.8,425.4995756675261
signaling_and_security,Delivery_Praise,597.3966388888889,196.20638888888888,39.971111111111114,2018-02-24 13:22:48.100000000,156.23527777777775,3,4,0,3,0,5.0,297.3727620529855
christmas_supplies,Delivery_Issue,650.7231944444444,1359.3958333333333,347.93268518518516,2018-02-08 17:52:22.500000000,1011.463148148148,1,1,2,0,0,1.0,278.33491373454115
christmas_supplies,Delivery_Praise,612.3383333333333,112.37722222222222,55.19083333333333,2018-02-28 19:51:17.000000000,57.18638888888889,1,1,1,0,0,5.0,210.9980583019552
fashion_underwear_beach,Delivery_Issue,520.9996825396826,732.8277777777779,313.48857142857145,2017-12-09 12:47:41.142857216,410.27657407407406,0,2,4,1,0,1.5714285714285714,386.99869800970697
fashion_underwear_beach,Delivery_Praise,563.9309920634921,223.45567460317463,98.20551587301588,2017-08-27 16:35:46.428571392,125.25015873015874,2,2,3,0,0,4.857142857142857,234.37789263284043
fashion_male_clothing,Delivery_Issue,498.1222685185185,531.0868518518519,85.8686111111111,2017-09-12 12:54:47.000000000,445.2182407407408,2,2,0,2,0,1.1666666666666667,332.2025427347953
fashion_male_clothing,Delivery_Praise,471.9059126984127,182.89440476190475,55.029603174603174,2017-10-17 15:15:26.571428608,127.8648015873016,3,1,3,0,0,4.857142857142857,250.84228061813434
costruction_tools_tools,Delivery_Issue,555.3952777777778,189.35666666666663,93.93333333333334,2018-01-19 21:31:51.000000000,95.42333333333332,0,1,0,0,0,1.0,260.01232786463436
costruction_tools_tools,Delivery_Praise,595.9580982905983,278.0486324786325,64.75512820512822,2018-01-10 04:08:17.153846016,213.29350427350425,1,6,2,3,0,5.0,368.90927425958307
furniture_bedroom,Delivery_Issue,462.68944444444446,619.1373148148149,240.98402777777778,2018-01-07 07:43:37.000000000,307.8659259259259,0,3,0,1,0,2.25,386.5452960084739
furniture_bedroom,Delivery_Praise,512.9296296296296,170.40641203703703,65.88310185185185,2018-02-10 03:46:25.250000128,104.5233101851852,2,3,5,1,1,4.833333333333333,399.62015151978403
tablets_printing_image,Delivery_Praise,624.9884722222223,181.3827777777778,74.84,2017-07-17 12:19:50.500000000,106.54277777777777,1,0,0,1,0,5.0,313.2928166057512
small_appliances_home_oven_and_coffee,Delivery_Praise,414.8071296296296,108.15703703703703,50.55328703703703,2018-06-20 10:32:36.833333248,57.60375,3,2,0,1,0,4.833333333333333,193.24339264860268
cine_photo,Delivery_Issue,458.66097222222226,71.73444444444445,-0.2341666666666666,2018-07-16 12:43:06.000000000,71.96861111111112,1,1,0,0,0,1.0,153.5794465871675
cine_photo,Delivery_Praise,288.20824074074073,73.35472222222222,37.26851851851852,2018-05-18 03:15:42.666666752,36.0862037037037,2,1,0,0,0,5.0,89.25170552531114
dvds_blu_ray,Delivery_Issue,559.8936111111111,202.39916666666667,49.55305555555555,2017-10-17 02:29:05.500000000,152.8461111111111,1,1,0,0,0,1.0,179.34716464529063
dvds_blu_ray,Delivery_Praise,629.2609027777778,270.44666666666666,87.40062499999999,2017-11-15 17:15:48.000000000,183.04604166666667,0,0,0,2,2,5.0,818.6346610520391
books_imported,Delivery_Issue,269.40787037037035,253.22,166.1302777777778,2018-05-18 17:02:35.666666752,87.08972222222224,3,0,0,0,0,1.0,51.44565914726132
books_imported,Delivery_Praise,288.130462962963,68.94824074074074,42.284814814814816,2018-04-22 00:17:48.333333248,26.663425925925925,3,0,0,0,0,4.666666666666667,67.79191292991638
party_supplies,Delivery_Issue,551.3758333333333,224.51611111111112,52.36430555555556,2018-05-14 12:44:17.500000000,172.15180555555554,0,1,0,1,0,3.5,536.7056010709392
party_supplies,Delivery_Praise,461.09041666666667,134.38333333333333,54.616527777777776,2017-09-11 07:40:34.000000000,79.76680555555555,0,1,1,0,0,5.0,263.28927507612326
fashio_female_clothing,Delivery_Issue,538.9169444444444,668.3355555555555,84.93388888888889,2017-07-17 13:30:12.000000000,567.8463888888889,0,0,2,0,0,1.5,429.3644614112074
fashio_female_clothing,Delivery_Praise,362.6377777777777,145.12916666666666,26.79375,2017-05-22 06:15:18.500000000,118.33541666666666,1,0,1,0,0,5.0,240.37452782593857
furniture_mattress_and_upholstery,Delivery_Issue,399.84277777777777,178.7125,35.120555555555555,2017-12-18 10:32:06.000000000,143.59194444444444,1,0,0,0,0,2.0,6.40020573488385
furniture_mattress_and_upholstery,Delivery_Praise,405.04064814814814,164.8347222222222,36.364259259259256,2017-11-14 19:34:49.666666752,128.47046296296296,2,0,0,1,0,4.666666666666667,207.93882492052828
music,Delivery_Praise,463.4279166666667,193.2213888888889,46.88763888888889,2018-06-23 12:25:01.000000000,146.33375,1,1,0,0,0,5.0,179.79067304865762
flowers,Delivery_Issue,582.973611111111,568.2259722222223,76.70652777777778,2017-12-18 05:32:18.500000000,491.5194444444445,0,0,0,1,1,3.0,828.5990418685997
flowers,Delivery_Praise,571.34875,198.29166666666663,42.82958333333333,2018-02-03 17:13:40.000000000,155.46208333333334,0,1,0,1,0,5.0,520.7510550424855
diapers_and_hygiene,Delivery_Issue,528.3997222222222,256.8358333333333,71.14972222222222,2018-02-01 23:58:29.000000000,185.6861111111111,0,1,0,0,0,1.0,214.86516263601376
diapers_and_hygiene,Delivery_Praise,275.9147222222222,173.95888888888888,77.63138888888889,2018-08-14 12:04:33.000000000,96.3275,0,1,0,0,0,5.0,297.12966777225967
home_comfort_2,Delivery_Issue,543.55,338.0201388888889,135.7459722222222,2018-03-03 20:43:05.500000000,202.27416666666664,0,1,1,0,0,1.0,344.76421331227385
home_comfort_2,Delivery_Praise,607.0416666666666,189.52694444444444,134.50611111111112,2017-01-29 16:57:30.000000000,55.020833333333336,1,0,0,0,0,5.0,90.09195181781446
arts_and_craftmanship,Delivery_Praise,241.85194444444443,111.57881944444445,58.060277777777785,2018-07-28 15:50:44.750000128,53.518541666666664,3,1,0,0,0,4.75,85.71380749449236
la_cuisine,Delivery_Issue,506.96722222222223,140.99972222222223,21.84638888888889,2018-04-23 21:15:10.000000000,119.15333333333334,0,0,0,1,0,1.0,664.0956392267531
cds_dvds_musicals,Delivery_Praise,576.2852777777778,326.7951388888889,51.28069444444444,2017-07-30 08:23:34.500000000,275.51444444444445,1,1,0,0,0,3.5,162.18181822238776
